,Wikipedia Movie ID,Freebase Movie ID,Movie name,Movie release date,Movie runtime,Movie languages,Movie countries,Movie genres,TMDB_id,TMDB_original_language,TMDB_original_title,TMDB_overview,TMDB_popularity,TMDB_release_date,TMDB_title,TMDB_vote_average,TMDB_vote_count,TMDB_runtime,TMDB_budget,TMDB_IMDB_id,TMDB_genres,Movie box office revenue,Movie release year,log Movie box office revenue,log Movie release year,Movie genres cleaned,Movie genres list,Movie languages cleaned,Movie languages list,Movie countries cleaned,Movie countries list
545,31196941,/m/0gjct08,Suryaa: An Awakening,1989-02-10,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",357833.0,hi,Suryaa: An Awakening,"Thakur Gangadhar Choudhary rules a small community in rural India with an iron hand, and will never permit anyone to speak up against him. He owns most of the land surrounding his palatial home - save for the small patch of land owned by Veer Singh. He summons Veer to his house, and offers him substantial compensation for his land, but Veer refuses, and the Thakur has him killed. Veer's widow dies of shock, leaving behind a young Suraj to be brought up by a kindly widow Mrs. Salma Khan, who is also the mother of Iqbal. Years go by, Suraj grows up joins the Indian Armed Forces, and after a meritorious career, he resigns and returns home to avenge his father's death. What he does not know that he must first come to terms with the local Police Inspector Iqbal Khan, and then the wealthy Collector of the District, Rajpal Chauhan, before he can even think of touching a single hair of Gangadhar Choudhary.",0.898,1989-01-01,Suryaa: An Awakening,10.0,1.0,0.0,0.0,tt0360051,"Action, Romance",,1989.0,,7.5953872788539725,Drama,['Drama'],Hindi,['Hindi'],India,['India']
546,1307956,/m/04rq8l,Stage Beauty,2004-05-08,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0hn10"": ""LGBT"", ""/m/06cvj"": ""Romantic comedy"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",26108.0,en,Stage Beauty,"Humble Maria, who outfits top London theater star Ned Kynaston, takes none of the credit for the male actor's success at playing women. And because this is the 17th century, Maria, like other females, is prohibited from pursuing her dream of acting. But when powerful people support her, King Charles II lifts the ban on female stage performers. And just as Maria aided Ned, she needs his help to learn her new profession.",7.948,2004-09-03,Stage Beauty,6.7,119.0,106.0,0.0,tt0368658,"Comedy, Romance",2153070.0,2004.0,14.582405288590847,7.602900462204755,"LGBT, Romantic comedy, Comedy of manners, Comedy-drama, Period piece, Drama, Comedy, Romantic drama, Romance Film","['LGBT', 'Romantic comedy', 'Comedy of manners', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",English,['English'],"United States of America, United Kingdom, Germany","['United States of America', 'United Kingdom', 'Germany']"
547,15890474,/m/03qdzcf,Asbury Park,2010-01-29,22.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/02hmvc"": ""Short Film"", ""/m/07s9rl0"": ""Drama""}",138204.0,en,"Darkness on the Edge of Town, Paramount Theatre, Asbury Park",Bruce Springsteen &amp; The E Street Band - Darkness on the edge of town - Paramount Theatre - Asbury Park 2009,0.6,2009-06-26,"Darkness on the Edge of Town, Paramount Theatre, Asbury Park",0.0,0.0,0.0,0.0,,Music,,2010.0,,7.605890001053122,"Short Film, Drama","['Short Film', 'Drama']",English,['English'],"United States of America, France","['United States of America', 'France']"
548,20694087,/m/051w_vb,Kanden Kadhalai,2009-10-30,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/03rk0"": ""India""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",66226.0,ta,கண்டேன் காதலை,"After his encounter with a chirpy girl, Anjali, during their train journey, a depressed Sakthivel's attitude towards life changes. Though he is attracted to her, he agrees to help her unite with her lover.",3.604,2009-10-30,Kanden Kadhalai,4.9,6.0,144.0,0.0,tt1613110,Romance,,2009.0,,7.605392364814935,"Romance Film, Comedy","['Romance Film', 'Comedy']",Tamil,['Tamil'],India,['India']
549,2216254,/m/06wmyc,Jefferson in Paris,1995-03-31,134.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/04xvh5"": ""Costume drama"", ""/m/02p0szs"": ""Historical fiction"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03mqtr"": ""Political drama""}",87729.0,en,Jefferson in Paris,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",6.893,1995-03-31,Jefferson in Paris,5.043,35.0,139.0,14000000.0,tt0113463,"Drama, Romance, History",2473668.0,1995.0,14.72121262729493,7.598399329323964,"Biography, Costume drama, Historical fiction, Period piece, Drama, Romantic drama, Romance Film, Political drama","['Biography', 'Costume drama', 'Historical fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']",English,['English'],"France, United States of America, United Kingdom","['France', 'United States of America', 'United Kingdom']"
550,665676,/m/03121d,Remembering Saddam,2004-05,55.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d05q4"": ""Iraq""}","{""/m/0jtdp"": ""Documentary""}",,,,,,,,,,,,,,,2004.0,,7.602900462204755,Documentary,['Documentary'],Arabic,['Arabic'],"United States of America, Iraq","['United States of America', 'Iraq']"
551,28530363,/m/0crs5bt,The Way,2010-09-10,123.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy""}",59468.0,en,The Way,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged child’s life, he decides to complete the 500-mile mountain trek to Spain. Tom soon joins up with other travelers and realizes they’re all searching for something.",10.733,2010-09-10,The Way,7.115,527.0,128.0,0.0,tt1441912,"Adventure, Comedy, Drama",4430765.0,2010.0,15.304082813343015,7.605890001053122,"Drama, Adventure, Comedy","['Drama', 'Adventure', 'Comedy']","English, Spanish","['English', 'Spanish']","United States of America, Spain","['United States of America', 'Spain']"
552,23128940,/m/064qcjv,Arising from the Surface,1980,114.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",256048.0,hi,ਸਤਹ ਸੇ ਉਠਤਾ ਆਦਮੀ,"Taking an experimental approach to the relationship between the written text and moving image, Mani Kaul has a series of texts read aloud in voice-overs (poetry, essays, and stories), while the characters within the texts walk through real or imaginary landscapes.",1.002,1980-02-17,Arising from the Surface,5.9,7.0,114.0,0.0,tt0081453,Drama,,1980.0,,7.590852123688581,Drama,['Drama'],Hindi,['Hindi'],India,['India']
553,10972420,/m/02qwsng,Final Solution,2004-02-13,218.0,"{""/m/03k50"": ""Hindi Language"", ""/m/0121sr"": ""Gujarati Language"", ""/m/02hxcvy"": ""Urdu Language""}","{""/m/03rk0"": ""India""}","{""/m/0jtdp"": ""Documentary""}",351947.0,hi,Final Solution,"This award-winning documentary explores the changing face of right-wing politics in India through a study of the 2002 Gujarat Riots. It specifically examines political tendencies reminiscent of the Nazi Germany of early 1930s. Final Solution is anti-hate/violence, as 'those who forget history are condemned to relive it'.",0.981,2004-02-13,Final Solution,7.2,4.0,149.0,0.0,tt0402178,Documentary,,2004.0,,7.602900462204755,Documentary,['Documentary'],"Hindi, Gujarati, Urdu","['Hindi', 'Gujarati', 'Urdu']",India,['India']
554,23435357,/m/06w7l0s,Do Knot Disturb,2009-10-02,139.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/03q4nz"": ""World cinema"", ""/m/0220p9g"": ""Musical comedy"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01chg"": ""Bollywood""}",23275.0,hi,Do Knot Disturb,Do Knot Disturb is a comedy movie which is based on a rich businessman who wants to hide his extra marital affair with a supermodel. He bribes a waiter into pretending to be the model's boyfriend. Mistaken identities and misunderstandings follow which are sure to take the viewers on a hilarious ride.It is a remake of the French movie La doublure (The Valet).,1.739,2009-10-02,Do Knot Disturb,3.4,12.0,126.0,0.0,tt1343362,"Comedy, Romance",,2009.0,,7.605392364814935,"World cinema, Musical comedy, Musical, Comedy, Comedy of Errors, Bollywood","['World cinema', 'Musical comedy', 'Musical', 'Comedy', 'Comedy of Errors', 'Bollywood']",Hindi,['Hindi'],India,['India']
555,30548208,/m/0g9wdmc,The Iron Lady,2011-12-26,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama""}",71688.0,en,The Iron Lady,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",13.473,2011-12-26,The Iron Lady,6.372,1612.0,105.0,13000000.0,tt1007029,"History, Drama",114943631.0,2011.0,18.559952400939892,7.606387389772652,"Biography, Drama","['Biography', 'Drama']",English,['English'],"France, United Kingdom","['France', 'United Kingdom']"
556,18900393,/m/04jkvq7,Pink on the Cob,,,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",,,,,,,,,,,,,,,,,,"Short Film, Comedy film, Animation","['Short Film', 'Comedy film', 'Animation']",English,['English'],,[]
557,9846672,/m/02ptq_6,Loopy,2004,20.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/03npn"": ""Horror""}",763890.0,xx,A Little Loopy,"‘A Little Loopy’ is a piece of visual music hand drawn using colour inks on transparent 16mm film. The visuals explore the emotional and textural nature of the music using the extreme enlargement of the drawing. The music gives a sense of a constant beginning and this sensation is sometimes mirrored, sometimes juxtaposed in the visual treatment, creating a dialogue between the sound and the image.",0.6,2020-11-08,A Little Loopy,0.0,0.0,10.0,0.0,,,,2004.0,,7.602900462204755,"Short Film, Horror","['Short Film', 'Horror']",English,['English'],United States of America,['United States of America']
558,29499560,/m/0cs0w8k,Dawn of the Mummy,1981,93.0,{},"{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy"", ""/m/02k54"": ""Egypt""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",40467.0,en,Dawn of the Mummy,"A group of fashion models disturb the tomb of a mummy and revive an ancient curse. Along with the mummy rising, slaves who were buried in the desert thousands of years before, also rise, with a craving for human flesh.",3.413,1981-12-11,Dawn of the Mummy,3.862,29.0,93.0,500000.0,tt0082237,Horror,,1981.0,,7.591357046698551,"Monster movie, B-movie, Horror","['Monster movie', 'B-movie', 'Horror']",,[],"United States of America, Italy, Egypt","['United States of America', 'Italy', 'Egypt']"
559,27064671,/m/0bs1p_v,Four Friends,2010-10-28,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",330218.0,ml,ഫോർ ഫ്രണ്ട്സ്,"Hailing from different strata of society, cancer patients Roy (Jayaram), Soorya (Kunchacko Boban), Amir (Jayasurya) and Gauri (Meera Jasmine) become friends in a hospital and decide to live the rest of their lives fulfilling their wishes.",2.488,2010-10-28,Four Friends,4.3,5.0,156.0,0.0,tt1820446,Drama,,2010.0,,7.605890001053122,Drama,['Drama'],Malayalam,['Malayalam'],India,['India']
560,2524925,/m/07kwyt,The Land Before Time III: The Time of the Great Giving,1995-12-15,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",19004.0,en,The Land Before Time III: The Time of the Great Giving,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",11.978,1995-03-16,The Land Before Time III: The Time of the Great Giving,6.2,358.0,70.0,0.0,tt0113596,"Animation, Adventure, Family",,1995.0,,7.598399329323964,"Adventure, Children's/Family, Animation, Children's, Music, Family Film, Family-Oriented Adventure","['Adventure', ""Children's/Family"", 'Animation', ""Children's"", 'Music', 'Family Film', 'Family-Oriented Adventure']",English,['English'],United States of America,['United States of America']
561,4002677,/m/0bb_jr,The 39 Steps,1959-03-13,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0jdm8"": ""Remake"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",25386.0,en,The 39 Steps,"In London, a diplomat accidentally becomes involved in the death of a British agent who's after a spy ring that covets British military secrets.",2.16,1959-03-13,The 39 Steps,6.1,24.0,93.0,0.0,tt0053354,"Thriller, Mystery",,1959.0,,7.580189417944541,"Thriller, Remake, Action/Adventure, Mystery, Drama, Suspense, Film adaptation, Action, Spy","['Thriller', 'Remake', 'Action/Adventure', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Action', 'Spy']",English,['English'],United Kingdom,['United Kingdom']
562,1964091,/m/069dl1,Next,2007-04-25,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",1738.0,en,Next,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",30.869,2007-04-25,Next,6.062,2734.0,96.0,70000000.0,tt0435705,"Action, Science Fiction, Thriller",76066841.0,2007.0,18.14712299857077,7.604396348796338,"Thriller, Science Fiction, Action","['Thriller', 'Science Fiction', 'Action']","French, German, English","['French', 'German', 'English']",United States of America,['United States of America']
563,9855335,/m/06_yckp,Los Hombres las prefieren viudas,1943,,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0jgd"": ""Argentina""}","{""/m/01g6gs"": ""Black-and-white""}",210684.0,es,Los hombres las prefieren viudas,"Marisa is an employee in a travel agency. She is in mourning and her workmates call her in fun 'the little widow'. One day, Carlos, the owner of a hotel in Almuñécar, visits the agency and is attracted by her thinking that she really is a widow. She falls in love with him and, encouraged by her friend Amelia, they both go on holiday to the hotel owned by Carlos.",0.925,1970-08-17,Los hombres las prefieren viudas,0.0,0.0,85.0,0.0,tt0065846,Comedy,,1943.0,,7.57198844937744,Black-and-white,['Black-and-white'],Spanish,['Spanish'],Argentina,['Argentina']
564,26687336,/m/0bmh28z,Yamla Pagla Deewana,2011-01-14,140.0,"{""/m/03k50"": ""Hindi Language"", ""/m/0688f"": ""Punjabi language""}","{""/m/03rk0"": ""India"", ""/m/0d060g"": ""Canada""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",54639.0,hi,Yamla Pagla Deewana,Dharmendra and Bobby play a crooked father-son pair based in Varanasi. Sunny plays a Canada based upright man who gets to know after two decades that he has a father and brother in Varanasi. The film is about Sunny's journey to his past.,2.675,2011-01-14,Yamla Pagla Deewana,5.547,32.0,160.0,0.0,tt1773109,"Music, Action, Comedy, Drama, Romance",,2011.0,,7.606387389772652,"Crime Fiction, Romantic comedy, World cinema, Action/Adventure, Drama, Comedy, Romantic drama, Romance Film, Bollywood","['Crime Fiction', 'Romantic comedy', 'World cinema', 'Action/Adventure', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Bollywood']","Hindi, Punjabi","['Hindi', 'Punjabi']","India, Canada","['India', 'Canada']"
565,7985961,/m/026mh5j,The Other Side of the Door,1916-01-06,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/02l7c8"": ""Romance Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0219x_"": ""Indie""}",364116.0,en,The Other Side of the Door,"Grieving over the loss of her son, a mother struggles with her feelings for her daughter and her husband. She seeks out a ritual that allows her say goodbye to her dead child, opening the veil between the world of the dead and the living. Her daughter becomes the focus of terror. She must now protect against the evil that was once her beloved son.",17.165,2016-02-25,The Other Side of the Door,5.503,773.0,96.0,0.0,tt3702652,"Thriller, Horror",14332467.0,1916.0,16.478037941302578,7.557994958530806,"Short Film, Silent film, Romance Film, Black-and-white, Indie","['Short Film', 'Silent film', 'Romance Film', 'Black-and-white', 'Indie']",,[],United States of America,['United States of America']
566,28330207,/m/0cp13g0,"Slunce, seno a pár facek",1989-07-01,128.0,"{""/m/01wgr"": ""Czech Language""}","{""/m/01mk6"": ""Czechoslovakia""}","{""/m/05p553"": ""Comedy film""}",36993.0,cs,"Slunce, seno a pár facek",For a second time this film leads us to the village in South Bohemia. We meet again Konopnik family and Skopek family. Venca Konopnik is marrying Blazena Skopek but there is another woman Milada who is very jealous and she is spreading gossips about Venca Konopnik. Those gossips are so powerful that they lead to big fights between Konopnik and Skopek families. You will also see what a progress on milk-yielding-cows-project has been made.,4.35,1989-07-01,"Sun, Hay and a Couple of Slaps",7.32,25.0,128.0,0.0,tt0246934,Comedy,,1989.0,,7.5953872788539725,Comedy film,['Comedy film'],Czech,['Czech'],Czechoslovakia,['Czechoslovakia']
567,9404578,/m/0287gvq,The Lady Vanishes,1938,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/0bkbm"": ""Spy""}",940.0,en,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",10.785,1938-10-07,The Lady Vanishes,7.49,824.0,96.0,0.0,tt0030341,"Mystery, Thriller, Comedy",,1938.0,,7.569411792450712,"Thriller, Psychological thriller, Black-and-white, Mystery, Comedy, Spy","['Thriller', 'Psychological thriller', 'Black-and-white', 'Mystery', 'Comedy', 'Spy']",English,['English'],United Kingdom,['United Kingdom']
568,30066955,/m/0g58r53,The Seven Sisters,1915-07-26,50.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}",{},"{""/m/06ppq"": ""Silent film""}",861056.0,en,The Seven Sisters,"Mici is the middle of seven sisters, who all believe if a younger sister marries first, the oldest sisters all doomed to be old maids. The elder sisters conspire to have the younger, pretty Mici sent away to a convent school. Mici manages to slip away and attend a fancy party, where she meets Count Horkoy. They fall in love and to the delight of Mici's sisters, the Count also finds suitable husbands for all of them.",1.586,1915-07-26,The Seven Sisters,2.0,1.0,50.0,0.0,tt0006027,"Comedy, Romance",,1915.0,,7.557472901614746,Silent film,['Silent film'],"Silent film, English","['Silent film', 'English']",,[]
569,30542622,/m/0g9ypwc,Hattie,2011-01-19,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama""}",130118.0,en,Hattie,Reveals how the home life of the larger-than-life Carry On actress Hattie Jacque was blown apart by a secret sexual liaison with her handsome young driver while she was married to Dad's Army star John Le Mesurier.,1.762,2011-01-19,Hattie,6.5,11.0,85.0,0.0,tt1685531,"TV Movie, Drama",,2011.0,,7.606387389772652,"Biographical film, Drama","['Biographical film', 'Drama']",English,['English'],United Kingdom,['United Kingdom']
570,33726417,/m/0hhs6yp,Third Halftime,,113.0,"{""/m/06nm1"": ""Spanish Language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/01bkv"": ""Bulgarian Language"", ""/m/02h40lc"": ""English Language"", ""/m/0k0sb"": ""Serbian language"", ""/m/04t67"": ""Macedonian Language"", ""/m/04306rv"": ""German Language""}","{""/m/0bjv6"": ""Republic of Macedonia""}","{""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}",,,,,,,,,,,,,,,,,,"Historical fiction, Drama","['Historical fiction', 'Drama']","Spanish, Hebrew, Bulgarian, English, Serbian, Macedonian, German","['Spanish', 'Hebrew', 'Bulgarian', 'English', 'Serbian', 'Macedonian', 'German']",Republic of Macedonia,['Republic of Macedonia']
571,34081237,/m/0hrbdng,Broadway Through a Keyhole,1933-11-02,90.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/04t36"": ""Musical""}",,,,,,,,,,,,,,,1933.0,,7.566828479208331,Musical,['Musical'],English,['English'],,[]
572,22056121,/m/0dgj9m,Disney Channel Games 2006,,,{},{},"{""/m/0hqxf"": ""Family Film""}",,,,,,,,,,,,,,,,,,Family Film,['Family Film'],,[],,[]
573,1094668,/m/045hxr,Asoka,2001-10-26,176.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/06l3bl"": ""Epic"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01chg"": ""Bollywood""}",4435.0,hi,अशोक,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",9.929,2001-09-13,Aśoka,6.45,139.0,175.0,17000000.0,tt0249371,"Action, Adventure, Drama, History, Romance, War",19000000.0,2001.0,16.759949537130716,7.601402334583733,"World cinema, History, Epic, Musical, Drama, War film, Romantic drama, Romance Film, Action, Bollywood","['World cinema', 'History', 'Epic', 'Musical', 'Drama', 'War film', 'Romantic drama', 'Romance Film', 'Action', 'Bollywood']",Hindi,['Hindi'],India,['India']
574,7267251,/m/0kv2ly,Moonshine,2006,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01hmnh"": ""Fantasy"", ""/m/04q6sch"": ""Comedy horror"", ""/m/03npn"": ""Horror""}",261651.0,pl,Moonshine,"A little guy named Szczepan slowly sinks into the realms of madness because of the tragic love that he feels towards Helena, a cold-blooded temptress who rejects him without batting an eye.",0.6,2013-07-19,Moonshine,1.0,1.0,11.0,0.0,tt3005654,Animation,,2006.0,,7.603897968521881,"Fantasy, Comedy horror, Horror","['Fantasy', 'Comedy horror', 'Horror']",English,['English'],United States of America,['United States of America']
575,6721185,/m/0gkjmf,Go Fish,1994-02,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",18620.0,en,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",3.989,1994-02-01,Go Fish,4.54,25.0,83.0,0.0,tt0109913,"Drama, Romance, Comedy",2408311.0,1994.0,14.694436229895262,7.597897950521784,"Romantic comedy, LGBT, Indie, Black-and-white, Drama, Comedy, Romance Film","['Romantic comedy', 'LGBT', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Romance Film']",English,['English'],United States of America,['United States of America']
576,3917900,/m/0b6qmv,The Contract,2006,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1441.0,en,The Contract,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",9.788,2006-04-05,The Contract,5.736,464.0,96.0,25000000.0,tt0445946,"Drama, Action, Thriller, Crime",5549200.0,2006.0,15.529164331188708,7.603897968521881,"Crime Fiction, Thriller, Action/Adventure, Drama, Suspense, Crime Thriller, Action","['Crime Fiction', 'Thriller', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",English,['English'],"United States of America, Germany","['United States of America', 'Germany']"
577,3899153,/m/0b5vsy,The Steamroller and the Violin,1960,43.0,"{""/m/06b_j"": ""Russian Language""}","{""/m/05vz3zq"": ""Soviet Union"", ""/m/06bnz"": ""Russia""}","{""/m/02hmvc"": ""Short Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",38311.0,ru,Каток и скрипка,"Seven year old Sasha practices violin every day to satisfy the ambition of his parents. Already withdrawn as a result of his routines, Sasha quickly regains confidence when he accidentally meets and befriends worker Sergei, who works on a steamroller in their upscale Moscow neighborhood.",6.243,1961-12-30,The Steamroller and the Violin,7.038,118.0,46.0,0.0,tt0053987,"Family, Drama",,1960.0,,7.580699752224563,"Short Film, Drama, World cinema","['Short Film', 'Drama', 'World cinema']",Russian,['Russian'],"Soviet Union, Russia","['Soviet Union', 'Russia']"
