,Wikipedia Movie ID,Freebase Movie ID,Movie name,Movie release date,Movie runtime,Movie languages,Movie countries,Movie genres,TMDB_id,TMDB_original_language,TMDB_original_title,TMDB_overview,TMDB_popularity,TMDB_release_date,TMDB_title,TMDB_vote_average,TMDB_vote_count,TMDB_runtime,TMDB_budget,TMDB_IMDB_id,TMDB_genres,Movie box office revenue,Movie release year,log Movie box office revenue,log Movie release year,Movie genres cleaned,Movie genres list,Movie languages cleaned,Movie languages list,Movie countries cleaned,Movie countries list
10,175026,/m/017n1p,Sarah and Son,1930,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",104216.0,en,Sarah and Son,"A ne'er-do-well husband, after years of abusing his wife, disappears with their son, and winds up selling him to a wealthy family. Years later, the wife, now a world-famous opera singer, finally has enough time and money to begin a search for him.",3.557,1930-03-14,Sarah and Son,5.0,7.0,86.0,0.0,tt0021335,Drama,,1930.0,,7.5652752818989315,"Drama, Black-and-white","['Drama', 'Black-and-white']",English,['English'],United States of America,['United States of America']
11,24229100,/m/07kjkz6,Lady Snowblood 2: Love Song of Vengeance,1974,89.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure""}",18818.0,ja,修羅雪姫 怨み恋歌,Lady Snowblood is caught by the police and sentenced to death for her crimes. As she is sent to the gallows she is rescued by the secret police who offer her a deal to assassinate some revolutionaries.,8.885,1974-06-15,Lady Snowblood 2: Love Song of Vengeance,6.328,102.0,89.0,0.0,tt0072157,"Action, Drama, Thriller",,1974.0,,7.587817219993427,"Crime Fiction, Thriller, Japanese Movies, World cinema, Action/Adventure","['Crime Fiction', 'Thriller', 'Japanese Movies', 'World cinema', 'Action/Adventure']",Japanese,['Japanese'],Japan,['Japan']
12,6631279,/m/0gffwj,Little city,1997-04-04,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",102732.0,en,Little City,"Best friends Adam and Kevin have a lot in common. Probably too much! In fact, Kevin is carrying on a torrid affair with Adam's girlfriend, Nina, on the side! And if this triangle wasn't crowded enough, the arrival of a seductive newcomer in town, Rebecca, promptly adds a whole new set of twists to an already tangled mix! Here's a hilarious look at how modern relationships have never been so complicated ... or so much fun!",1.35,1997-04-04,Little City,3.833,6.0,90.0,0.0,tt0119548,"Comedy, Romance",,1997.0,,7.599401333415815,"Romantic comedy, Ensemble Film, Comedy-drama, Drama, Comedy, Romantic drama, Romance Film","['Romantic comedy', 'Ensemble Film', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",English,['English'],United States of America,['United States of America']
13,171005,/m/016ywb,Henry V,1989-11-08,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/082gq"": ""War film"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",10705.0,en,Henry V,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,10.775,1989-10-05,Henry V,7.213,331.0,137.0,9000000.0,tt0097499,"War, Drama, History",10161099.0,1989.0,16.13407716355607,7.5953872788539725,"Costume drama, War film, Epic, Period piece, Drama, Film adaptation","['Costume drama', 'War film', 'Epic', 'Period piece', 'Drama', 'Film adaptation']",English,['English'],United Kingdom,['United Kingdom']
14,18296435,/m/04cqrs4,Aaah Belinda,1986,,"{""/m/02hwyss"": ""Turkish Language""}","{""/m/01znc_"": ""Turkey""}","{""/m/01z4y"": ""Comedy""}",74304.0,tr,Aaahh Belinda,"Serap is a successful theater actress. Although she rejects the traditional roles assigned to women in her personal life, she agrees to play the role of a traditional housewife in a shampoo commercial. However, she is unaware that this commercial will turn into her worst nightmare.",1.86,1986-04-02,Aaahh Belinda,7.444,27.0,100.0,0.0,tt0278891,"Comedy, Fantasy, Thriller",,1986.0,,7.593877844605118,Comedy,['Comedy'],Turkish,['Turkish'],Turkey,['Turkey']
15,11250635,/m/02r52hc,The Mechanical Monsters,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/02hmvc"": ""Short Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",,,,,,,,,,,,,,,,,,"Science Fiction, Adventure, Animation, Short Film, Fantasy, Family Film, Action","['Science Fiction', 'Adventure', 'Animation', 'Short Film', 'Fantasy', 'Family Film', 'Action']",English,['English'],United States of America,['United States of America']
16,30388930,/m/0g5qvzg,1919,1984,99.0,{},{},"{""/m/07s9rl0"": ""Drama""}",80143.0,es,"1919, crónica del alba","In 1939, José Garcés is in French prison camp after the defeat of Spain's Republicans. To entertain and inspire his fellow prisoners, he tells the story of becoming a man in 1919, the year he realized that learning to live is the same as learning to die. His stiff and demanding father loses a fortune in German war bonds, takes a job in Caspe, and leaves José on his own in Zaragoza to finish high school while apprenticing in a pharmacy. José courts his beloved Valentina via letters, becomes intimate with Isabel, a maid he meets in a cinema who shares his ideas of free love, and comes under the influence of El Checa, an anarchist and gentle teacher who leads a doomed revolt.",0.908,1983-08-29,"1919, Chronicle of Dawn",6.7,8.0,90.0,0.0,tt0085123,Drama,,1984.0,,7.592870287844818,Drama,['Drama'],,[],,[]
17,77856,/m/0kcn7,Mary Poppins,1964-08-27,139.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/04t36"": ""Musical"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myc"": ""Children's Fantasy""}",433.0,en,Mary Poppins,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",34.316,1964-12-17,Mary Poppins,7.571,4366.0,139.0,6000000.0,tt0058331,"Comedy, Family, Fantasy",102272727.0,1964.0,18.44315359713776,7.582738488914411,"Children's/Family, Musical, Fantasy, Comedy, Drama, Family Film, Children's Fantasy","[""Children's/Family"", 'Musical', 'Fantasy', 'Comedy', 'Drama', 'Family Film', ""Children's Fantasy""]",English,['English'],United States of America,['United States of America']
18,32456683,/m/0gyryjt,Die Fahne von Kriwoj Rog,1967,108.0,"{""/m/04306rv"": ""German Language""}","{""/m/03f2w"": ""German Democratic Republic""}",{},218863.0,de,Die Fahne von Kriwoj Rog,"In an act of friendship and solidarity between two mining towns in 1929, the locals of Kriwoj Rog, Russia, give their flag as a gift to the locals of Bergstedt, Germany. This quickly takes on a symbolic meaning for the miners in Bergstedt as the Nazi party demands that this Soviet gesture be erased and the flag be replaced with their own. The miner and communist party functionary Otto Brosowski (Erwin Geschonneck) publicly declares it his duty to defend this flag against every danger, and he keeps his promise despite his family being threatened by torment and torture.",0.6,1967-10-26,The Banner of Krivoi Rog,0.0,0.0,108.0,0.0,tt0061637,Drama,,1967.0,,7.584264818389059,,[],German,['German'],German Democratic Republic,['German Democratic Republic']
19,33420460,/m/0gj30jx,Keep the Change,1992,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",279005.0,en,Keep the Change,"A struggling artist visits his family on their Montana ranch and finds that his former flame, daughter of a family foe, is now married to an old friend.",3.443,1992-06-09,Keep the Change,6.0,1.0,95.0,0.0,tt0104601,"Drama, Adventure",,1992.0,,7.596894438144544,Drama,['Drama'],English,['English'],United States of America,['United States of America']
20,175024,/m/017n1b,The Devil's Holiday,1930,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",104215.0,en,The Devil's Holiday,"Beautiful manicurist Hallie Hobart sets her sights on handsome David Stone, the son of wealthy wheat farmer Ezra Stone. Professing to hate men, Hallie is only interested in luring David in for a lucrative business deal. David easily falls in love, but older brother Mark brands Hallie a gold-digger. To get even with the straight-laced Stone family, Hallie accepts David's marriage proposal.",1.361,1930-05-09,The Devil's Holiday,6.4,5.0,80.0,0.0,tt0020823,"Drama, Romance",,1930.0,,7.5652752818989315,"Romance Film, Drama, Black-and-white","['Romance Film', 'Drama', 'Black-and-white']",English,['English'],United States of America,['United States of America']
21,612710,/m/02wjqm,New Rose Hotel,1999-10-01,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/0219x_"": ""Indie"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/01hmnh"": ""Fantasy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama""}",21430.0,en,New Rose Hotel,A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.,11.352,1999-03-19,New Rose Hotel,5.2,103.0,93.0,0.0,tt0133122,"Drama, Mystery, Science Fiction",21521.0,1999.0,9.976784481597585,7.6004023345004,"Thriller, Science Fiction, Future noir, Indie, Erotic thriller, Fantasy, Film adaptation, Drama","['Thriller', 'Science Fiction', 'Future noir', 'Indie', 'Erotic thriller', 'Fantasy', 'Film adaptation', 'Drama']",English,['English'],United States of America,['United States of America']
22,21926710,/m/05p45cv,White on Rice,2009,82.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",39450.0,en,White on Rice,"40-year-old Jimmy is growing up, or at least he's getting older. While mooching the upper bunk of his ten-year-old nephew's bed, he enjoys the never-ending generosity of his sister Aiko, and dodges the wrath of his impatient brother-in-law Tak. He thinks that if only he could get married all his problems would be solved. But when he falls head over heels for Tak's niece things only go from bad to worse.",0.695,2009-05-31,White on Rice,5.8,7.0,83.0,0.0,tt0892904,"Comedy, Romance",,2009.0,,7.605392364814935,"Romantic comedy, Romance Film, Comedy, Indie","['Romantic comedy', 'Romance Film', 'Comedy', 'Indie']",,[],United States of America,['United States of America']
23,33427105,/m/0h964n1,Freddy and the Song of the South Pacific,1962-09-12,97.0,"{""/m/04306rv"": ""German Language""}","{""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",,,,,,,,,,,,,,,1962.0,,7.581719640125308,"Drama, Adventure","['Drama', 'Adventure']",German,['German'],Germany,['Germany']
24,31983669,/m/0g4_n3m,Road to Life,1931-09-30,104.0,"{""/m/06b_j"": ""Russian Language""}","{""/m/05vz3zq"": ""Soviet Union""}","{""/m/07s9rl0"": ""Drama""}",156316.0,ru,Путёвка в жизнь,"Young hobos are taken to a new camp to become good Soviet citizens. This camp works without any guards, and it works well. But crooks kill one of the young people when they try to damage the newly built railroad to the camp.",1.726,1931-03-12,Road to Life,6.7,16.0,108.0,0.0,tt0022289,Drama,,1931.0,,7.565793282428515,Drama,['Drama'],Russian,['Russian'],Soviet Union,['Soviet Union']
25,17715326,/m/047t9rb,Camera Thrills,1935-09-01,25.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film""}",233676.0,en,Camera Thrills,Academy Award nominated short film.,0.6,1935-09-01,Camera Thrills,0.0,0.0,20.0,0.0,tt0026167,Documentary,,1935.0,,7.5678626054638825,Short Film,['Short Film'],English,['English'],United States of America,['United States of America']
26,22087420,/m/05pckh0,"Ferdinando I, re di Napoli",1959-12-22,105.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",58006.0,it,Ferdinando I° Re di Napoli,"The story of ""King Lazzarone"" Ferdinand I of Bourbon whose pastime was to neglect the government and disguise himself as a poor man and turn to the infamous city premises in search of love adventures. With the De Filippo brothers to complete.",1.824,1959-12-22,Ferdinand I King of Naples,6.9,21.0,105.0,0.0,tt0053820,Comedy,,1959.0,,7.580189417944541,"Comedy, Black-and-white","['Comedy', 'Black-and-white']",Italian,['Italian'],"France, Italy","['France', 'Italy']"
27,20604092,/m/0523t_1,Anbu Thozhi,2007-08-17,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/03rk0"": ""India""}","{""/m/02l7c8"": ""Romance Film""}",,,,,,,,,,,,,,,2007.0,,7.604396348796338,Romance Film,['Romance Film'],Tamil,['Tamil'],India,['India']
28,21344842,/m/05f5_5y,Middle Age Spread,1979,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0ctw_b"": ""New Zealand""}","{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",288933.0,en,Middle Age Spread,"Colin is the deputy principal of a city high school  (Avondale College, Auckland) who reluctantly applies for the  principal's job on the latter's retirement. Colin's wife,  Elizabeth - who is losing interest in him -gives a dinner party.  Among the guests is Judy, temporarily reconciled with her husband  for the sake of the children. Colin - who has taken upon jogging  to combat a spreading waistline - and Judy, gradually enter into  an affair.",0.71,1979-06-01,Middle Age Spread,5.0,1.0,97.0,100000.0,,Comedy,,1979.0,,7.590346945602565,"Comedy film, Drama","['Comedy film', 'Drama']",English,['English'],New Zealand,['New Zealand']
29,156558,/m/014k4y,Baby Boy,2001-06-27,123.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age""}",16161.0,en,Baby Boy,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",13.347,2001-06-27,Baby Boy,7.157,277.0,130.0,16000000.0,tt0255819,"Crime, Drama, Romance, Thriller",29381649.0,2001.0,17.19588085375171,7.601402334583733,"Crime Fiction, Drama, Coming of age","['Crime Fiction', 'Drama', 'Coming of age']",English,['English'],United States of America,['United States of America']
30,11448183,/m/02rc_h4,Bindiya Chamkegi,1984-01-20,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy""}",819752.0,hi,Bindiya Chamkegi,"halini wants his brother Shyam to get married prior to her, but since he was betrayed by Maya, he starts hating women. He hires Bindiya to act as his wife so that he can get her sister married first.",1.12,1984-01-20,Bindiya Chamkegi,2.0,1.0,0.0,0.0,tt0367546,,,1984.0,,7.592870287844818,"Family Film, Comedy","['Family Film', 'Comedy']",Hindi,['Hindi'],India,['India']
31,9633533,/m/02pml15,Vandanam,1989,168.0,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/02kdv5l"": ""Action""}",18149.0,ml,വന്ദനം,"Professor Kurian Fernandez escapes from jail with his cellmate Raghu. Inspectors, Unnikrishnan and K.Purushothaman Nair are sent to track him down. They follow Kurian Fernadez's daughter to track him.",1.78,1989-01-01,Vandanam,7.2,16.0,180.0,0.0,tt0255668,"Comedy, Thriller",,1989.0,,7.5953872788539725,Action,['Action'],Malayalam,['Malayalam'],India,['India']
32,31323091,/m/0gjd9q4,Emilia Galotti,1958,,"{""/m/04306rv"": ""German Language""}","{""/m/03f2w"": ""German Democratic Republic""}",{},281534.0,de,Emilia Galotti,,0.6,1958-03-14,Emilia Galotti,5.0,3.0,98.0,0.0,tt0051577,"History, Drama",,1958.0,,7.579678823090456,,[],German,['German'],German Democratic Republic,['German Democratic Republic']
33,27611999,/m/04j284s,Special Effects,1984,93.0,{},"{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0vgkd"": ""Black comedy""}",615328.0,en,Special Effects,"Presents a historical overview of special cinematographic effects, also demonstrating current techniques of computer-controlled camerawork and computer-generated sequences.",0.6,1984-01-01,Special Effects,0.0,0.0,56.0,0.0,,Documentary,,1984.0,,7.592870287844818,"Thriller, Horror, Psychological thriller, Suspense, Crime Thriller, Black comedy","['Thriller', 'Horror', 'Psychological thriller', 'Suspense', 'Crime Thriller', 'Black comedy']",,[],"United States of America, United Kingdom","['United States of America', 'United Kingdom']"
34,31025505,/m/0gg5xnj,El Misterioso señor Marquina,1943,,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",487032.0,es,El misterioso señor Marquina,,0.6,1942-03-18,El misterioso señor Marquina,5.0,4.0,0.0,0.0,tt0234253,,,1943.0,,7.57198844937744,"Mystery, Drama","['Mystery', 'Drama']",Spanish,['Spanish'],Mexico,['Mexico']
35,29528534,/m/04j0lfk,Anokha Rishta,1986,180.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",104302.0,hi,अनोखा रिश्ता,"Mary, an inmate of an orphanage run by nuns, is good at studies and is artistically talented, her education so far has been sponsored by a philanthropist. Her sponsor, a rich old man who she has never met but has only corresponded with through the nuns, passes away, laving her dreams of a college education in shambles. Mr. Robert Brown (Bob) who is now at the helm of affairs of his father's business agrees to continue her sponsorship. Bob is a confirmed bachelor and Mary is drawn to him by some mysterious force.",3.722,1986-08-29,Anokha Rishta,4.5,2.0,140.0,0.0,tt0366182,"Drama, Romance",,1986.0,,7.593877844605118,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood","['World cinema', 'Musical', 'Drama', 'Romantic drama', 'Romance Film', 'Bollywood']",Hindi,['Hindi'],India,['India']
