,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Cluster 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29
5956,,,,,,,,,,,,,,,Frozen,,,,,,,,,,,,,,,
5957,,,,,,,,,,,,,,,,,,,Just Married,,,,,,,,,,,
5958,,,,,,,,,,,,,,,Casablanca,,,,,,,,,,,,,,,
5959,,,,Glee: The 3D Concert Movie,,,,,,,,,,,,,,,,,,,,,,,,,,
5960,,,,,,,,,,,,,,,The Devil and Miss Jones,,,,,,,,,,,,,,,
5961,,,,,,,,The Endurance: Shackleton's Legendary Antarctic Expedition,,,,,,,,,,,,,,,,,,,,,,
5962,,,,,,,,,The Little Rascals,,,,,,,,,,,,,,,,,,,,,
5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Always,
5964,,,,,,,,The Pirates! Band of Misfits,,,,,,,,,,,,,,,,,,,,,,
5965,,,,,,,,,,,,,,,,,,,,,,,,Batman: Mask of the Phantasm,,,,,,
5966,,,,,,,,,,,,,,,Hocus Pocus,,,,,,,,,,,,,,,
5967,,,,Ishtar,,,,,,,,,,,,,,,,,,,,,,,,,,
5968,,,,The Girl in the Red Velvet Swing,,,,,,,,,,,,,,,,,,,,,,,,,,
5969,,,,,,,,,Places in the Heart,,,,,,,,,,,,,,,,,,,,,
5970,,,,,,River Queen,,,,,,,,,,,,,,,,,,,,,,,,
5971,,,,,,,,,,,,,,,High Spirits,,,,,,,,,,,,,,,
5972,,,,,,,,,,,,,,,Fallen,,,,,,,,,,,,,,,
5973,,,,,,,,,,,,,,,,,,,,The Secret of Roan Inish,,,,,,,,,,
5974,,,,,,,,,,,,,,,Nemesis,,,,,,,,,,,,,,,
5975,,,,,,,,,,,,,,Amy,,,,,,,,,,,,,,,,
5976,,,,,,,,,,,,,,,Norma Rae,,,,,,,,,,,,,,,
5977,,,,,,,,,,,,,,,Coming to America,,,,,,,,,,,,,,,
5978,,,,,,,,,,,,Rainbow Brite and the Star Stealer,,,,,,,,,,,,,,,,,,
5979,,,,,,Three Kings,,,,,,,,,,,,,,,,,,,,,,,,
5980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Death Race 2000,
5981,,,,,,,,,,,,,,,The Professionals,,,,,,,,,,,,,,,
5982,,,,,,,,,,,,,,,,,,,,Cousins,,,,,,,,,,
5983,,,,,,,,,,,,,,,Black Beauty,,,,,,,,,,,,,,,
5984,,,,,,,,,,,,Superman IV: The Quest For Peace,,,,,,,,,,,,,,,,,,
5985,,,,,,,,,,,,Predator,,,,,,,,,,,,,,,,,,
5986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreak,
5987,,,,,,,,,,,,,,,,,,,1408,,,,,,,,,,,
5988,,,,,,,,,,,,,,Patch Adams,,,,,,,,,,,,,,,,
5989,,,,,,City of Life and Death,,,,,,,,,,,,,,,,,,,,,,,,
5990,Vigilante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991,,,,,,,,,,,,,,,,,,,,,,,,Absolute Power,,,,,,
5992,,,,,,,,,,,,,Dr. Jekyll and Mr. Hyde,,,,,,,,,,,,,,,,,
5993,,,,,,,,,,,,,,,,,,,,,,,,Jade,,,,,,
5994,,,,Prancer,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,,,,,,,,,,,,,,,,,,,,,,,,Shaft,,,,,,
5996,,,,,,,,,,,,,,,,,,,,,,,,,,,Excess Baggage,,,
5997,,,Then She Found Me,,,,,,,,,,,,,,,,,,,,,,,,,,,
5998,The Lookout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5999,,,,,,,,Taxi,,,,,,,,,,,,,,,,,,,,,,
6000,,,,,,,,,,,,,,,,,,,,,,,,,,My Boss's Daughter,,,,
6001,,,,,,,,,,,,,,,Green Lantern: First Flight,,,,,,,,,,,,,,,
6002,,,,,,,,,,,,,The Host,,,,,,,,,,,,,,,,,
6003,,,,,,,,,,,,,,,,,,,,Down in the Delta,,,,,,,,,,
6004,,,,,,,,,,,,,,,,,Rumor Has It...,,,,,,,,,,,,,
6005,,,,,,,,,,,,,,,Khottabych,,,,,,,,,,,,,,,
6006,,,,,,,,,,,,,,,,,,,Tex,,,,,,,,,,,
6007,,,,,,,,,,,,,,,Fullmetal Alchemist: The Sacred Star of Milos,,,,,,,,,,,,,,,
6008,,,,,,,,,,,,,,,,,,,"Honey, I Blew Up the Kid",,,,,,,,,,,
6009,,,,SubUrbia,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,,,,,,,,,,,,,,,ATL,,,,,,,,,,,,,,,
6011,,,,,,,,,,,,,,,Cadence,,,,,,,,,,,,,,,
6012,,,,,,,,,,,,,,,,,,,Hotel for Dogs,,,,,,,,,,,
6013,,,,,,,,,,,,,,,Thir13en Ghosts,,,,,,,,,,,,,,,
6014,,,,,,,,,,,,,,,,,,,,Lassie,,,,,,,,,,
6015,,,,,,The Messenger,,,,,,,,,,,,,,,,,,,,,,,,
6016,,,,,,,,,,,,,,,,,,,,,,,,Rampage,,,,,,
6017,,,,,,,,,,,,,,,,,,,,The Oranges,,,,,,,,,,
6018,,,,,,,,,,,,,,,,,,,,Love Me Tender,,,,,,,,,,
6019,,,,,,,,,,,,,,,,,,,,The Catered Affair,,,,,,,,,,
6020,,,,,,,,,,,,,,,,,,,,,,,Hombre,,,,,,,
6021,,,,,,,,,,,,,,,Indiana Jones and the Raiders of the Lost Ark,,,,,,,,,,,,,,,
6022,,,,,,,,,,,,Space Truckers,,,,,,,,,,,,,,,,,,
6023,,,,All the King's Men,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,,,,,,,,,,,,,,One Crazy Summer,,,,,,,,,,,,,,,,
6025,,,,,,,,,,,,,,,,,,,3 Strikes,,,,,,,,,,,
6026,,,,,,,,,,,,,,,,,,,,,,,,Taken 2,,,,,,
6027,,,,,,,,,All Night Long,,,,,,,,,,,,,,,,,,,,,
6028,,,,,,,,,,,,,,,,,,,,,,,,,,,Noise,,,
6029,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everybody Wants to be Italian,,
6030,,,,,,,,,,,,,,,,,,,Dr. Dolittle,,,,,,,,,,,
6031,,,,,,,,,Revenge,,,,,,,,,,,,,,,,,,,,,
6032,,,,The Music Never Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,
6033,,,,,,,,,,,,,,,,,,,Disaster Movie,,,,,,,,,,,
6034,,,,Beyond Rangoon,,,,,,,,,,,,,,,,,,,,,,,,,,
6035,,,,The Alibi,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,,,,,,,,,,,,,,,,,,,Obsessed,,,,,,,,,,,
6037,,,,,,,,,,,,,D.A.R.Y.L.,,,,,,,,,,,,,,,,,
6038,,,,,,,,Takers,,,,,,,,,,,,,,,,,,,,,,
6039,,,,,,,,,,,,,Austin Powers: International Man of Mystery,,,,,,,,,,,,,,,,,
6040,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirty Work,,,
6041,,,,,,,,,Rabbit Without Ears,,,,,,,,,,,,,,,,,,,,,
6042,,,,Bringing Out the Dead,,,,,,,,,,,,,,,,,,,,,,,,,,
6043,,,,,,,,,,,,,,,Annamalai,,,,,,,,,,,,,,,
6044,,,,,,,,,Autumn in New York,,,,,,,,,,,,,,,,,,,,,
6045,,,,Battle in Seattle,,,,,,,,,,,,,,,,,,,,,,,,,,
6046,,,,,,,,,,,,,,,No Way Out,,,,,,,,,,,,,,,
6047,,,,,,,,,Rent,,,,,,,,,,,,,,,,,,,,,
6048,,,,,,,,,,,,,,,Hellraiser III: Hell on Earth,,,,,,,,,,,,,,,
6049,,,,,,,,,,,,,,,,,,,,,The Blood of Heroes,,,,,,,,,
6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juggernaut,
6051,,,,,,,,,,,,,,,The Adventures of the Wilderness Family,,,,,,,,,,,,,,,
6052,The Long Riders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,,,,,,,,,,,,,,,Star Wars: The Clone Wars,,,,,,,,,,,,,,,
6054,,,,,,,,,,,,,,,,,,,,,,,,Hot Fuzz,,,,,,
6055,,,,Mozart's Sister,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,,,,,,,,,,,,,,,,,,,,,,,,,,Double Take,,,,
6057,,,,,,,,,"Crazy, Stupid, Love.",,,,,,,,,,,,,,,,,,,,,
6058,,,,,,,,,,,,,,,Tormented,,,,,,,,,,,,,,,
6059,,,,,,,,,,,,,,,Hitch,,,,,,,,,,,,,,,
6060,,,,,,,,,,,,,,,Pi,,,,,,,,,,,,,,,
6061,,,,,,,,,,,,,,,Love Ranch,,,,,,,,,,,,,,,
6062,,,,,,,,,,,,,Thinner,,,,,,,,,,,,,,,,,
6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Blues Brothers,,
6064,,,,,,,,,,,,,,,,,,,,,,,,,,,Lone Wolf McQuade,,,
6065,,,,,,,,,,,,,,,,,,,,,,,,,,,The Accidental Spy,,,
6066,,,,,,,,,,,,,,,,,,,,,,,,Vice Squad,,,,,,
6067,Righteous Ties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,,,,,,,,,,,,Green Lantern,,,,,,,,,,,,,,,,,,
6069,,,,,,,,,Happy Together,,,,,,,,,,,,,,,,,,,,,
6070,,,,,,,,,,,,,,,B*A*P*S,,,,,,,,,,,,,,,
6071,,,,,,,,,Suspicion,,,,,,,,,,,,,,,,,,,,,
6072,,,,,,,,,,,,,,,,,,,,,,,The Harvey Girls,,,,,,,
6073,,,,,,,,,,,,,,,Piranha 3DD,,,,,,,,,,,,,,,
6074,,,,,,,,,,,,,,,,,,,2 Days in the Valley,,,,,,,,,,,
6075,,,,,,,,,,,,,,,,,,,,,,,,,,That Was Then... This Is Now,,,,
6076,,,,,,,,,,,,,,,,,,,,,,,,My Cousin Rachel,,,,,,
6077,,,,,,,,,,,,,The Time Machine,,,,,,,,,,,,,,,,,
6078,,,,,,,,,I Wanna Hold Your Hand,,,,,,,,,,,,,,,,,,,,,
6079,,,,,,,,,Boat Trip,,,,,,,,,,,,,,,,,,,,,
6080,,,,,,,,,August Rush,,,,,,,,,,,,,,,,,,,,,
6081,,,,Crazy,,,,,,,,,,,,,,,,,,,,,,,,,,
6082,,,,,,,,,,,,,,,,,,,,,,,,,,,Point of No Return,,,
6083,,,,A Star Is Born,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,,,,,,,,,,,,,,,Stuck,,,,,,,,,,,,,,,
6085,,,,,,,,,,,,,,,La Chèvre,,,,,,,,,,,,,,,
6086,,,,,,,,,,,,,,,This Gun for Hire,,,,,,,,,,,,,,,
6087,,,,,,,,,,,,,,,,,,,,,,,,Texas Killing Fields,,,,,,
6088,,,,,,,,,,,,,,,The Gods Must Be Crazy,,,,,,,,,,,,,,,
6089,,The Hunger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,,,,,,,,,,,,,,,Sleuth,,,,,,,,,,,,,,,
6091,,,,,,,,,,,,,,,,,,,,,,GoldenEye,,,,,,,,
6092,,,,,,The Left Hand of God,,,,,,,,,,,,,,,,,,,,,,,,
6093,,,,,,,,,,,,,,The Hot Chick,,,,,,,,,,,,,,,,
6094,,,,,,,,,,,,,,,Single White Female,,,,,,,,,,,,,,,
6095,,,,,,,,,Blue Valentine,,,,,,,,,,,,,,,,,,,,,
6096,,,,,A Million,,,,,,,,,,,,,,,,,,,,,,,,,
6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Island in the Sky,
6098,,,,,,,,,Trick,,,,,,,,,,,,,,,,,,,,,
6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hannibal Rising,
6100,,,,,,For the Boys,,,,,,,,,,,,,,,,,,,,,,,,
6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Thunder,
6102,,,,,,,,,,,,,Conspiracy Theory,,,,,,,,,,,,,,,,,
6103,,,,,,,,,,,,,,,,,,,,,,,The Inspector General,,,,,,,
6104,,,,,The Greatest Game Ever Played,,,,,,,,,,,,,,,,,,,,,,,,,
6105,,,,,,,,,,,,,,,,,,,,,,,The Simpsons Movie,,,,,,,
6106,,,,,,,,,,,,,,,The Wild,,,,,,,,,,,,,,,
6107,,,,,,,,,Happiness,,,,,,,,,,,,,,,,,,,,,
6108,,,,,,,,,,,,,,,King Kong Lives,,,,,,,,,,,,,,,
6109,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet Sixteen,,,,
6110,,,,,,,,,,,,,,,,,,The Rules of Attraction,,,,,,,,,,,,
6111,,,,,,,,,,,,Sunshine,,,,,,,,,,,,,,,,,,
6112,,,,,,,,,,,,,,,Logan's Run,,,,,,,,,,,,,,,
6113,,,,Light of Day,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,,,,,,,,,,,,,,,,,,,,,,,,Redbelt,,,,,,
6115,,,,,,,,,,,,,,,Ride with the Devil,,,,,,,,,,,,,,,
6116,,,,,,,,,,,,,,,Prince Valiant,,,,,,,,,,,,,,,
6117,,,,,,,,,Confessions of a Teenage Drama Queen,,,,,,,,,,,,,,,,,,,,,
6118,,,,2 Days in Paris,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,,,,Texasville,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,,,,,,,,,,,,,,,Eragon,,,,,,,,,,,,,,,
6121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Beast,
6122,,,,,,,,,,,,,,,,,,,Twin Peaks: Fire Walk With Me,,,,,,,,,,,
6123,,,,,,,,,,,,,,,,,Father of the Bride,,,,,,,,,,,,,
6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Arrow,
6125,,,,,,,Dear God,,,,,,,,,,,,,,,,,,,,,,,
6126,,,,,,,,,What Women Want,,,,,,,,,,,,,,,,,,,,,
6127,,,,,,,,,,,,,,,,,,,,,,,,Switchback,,,,,,
6128,,,,,,,,,I Love You Too,,,,,,,,,,,,,,,,,,,,,
6129,,,,,,,,Big Bad Mama,,,,,,,,,,,,,,,,,,,,,,
6130,,,,,,,,,,,,,,,,The Go-Getter,,,,,,,,,,,,,,
6131,,,,,,,,,Chuck & Buck,,,,,,,,,,,,,,,,,,,,,
6132,,,,,,,,,All the Real Girls,,,,,,,,,,,,,,,,,,,,,
6133,,,,,,,,,,,,,,Lambada,,,,,,,,,,,,,,,,
6134,,,,The Corbett-Fitzsimmons Fight,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,,,,,,,,,,,,,,,,,The Vow,,,,,,,,,,,,,
6136,,,,,Pathology,,,,,,,,,,,,,,,,,,,,,,,,,
6137,,,,The Truth About Charlie,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,,,,,,,,,,,,,,,,,,,Mother's Day,,,,,,,,,,,
6139,,,,,,,,,Confessions of a Shopaholic,,,,,,,,,,,,,,,,,,,,,
6140,,,,,,,,,,,,,,,,,,,,Dallas,,,,,,,,,,
6141,,,,,,,,,,,,,,,Without a Paddle: Nature's Calling,,,,,,,,,,,,,,,
6142,,,,,,,,,Restless,,,,,,,,,,,,,,,,,,,,,
6143,,,,,,,,Bringing Down the House,,,,,,,,,,,,,,,,,,,,,,
6144,,,,,,,,,,,,,,,Tank Girl,,,,,,,,,,,,,,,
6145,,,,The Iron Lady,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,,,,,,,,,,,,,Manic,,,,,,,,,,,,,,,,,
6147,,,,,,,,,,,,,,,Barbie in A Mermaid Tale,,,,,,,,,,,,,,,
6148,,,,,,,,,,,,,,,,,,,,,,,,Frequency,,,,,,
6149,,,,,,,,,,,,,,,Sector 7,,,,,,,,,,,,,,,
6150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My Fellow Americans,
6151,,,,,,,,,Mallrats,,,,,,,,,,,,,,,,,,,,,
6152,,,,,,,,,,,,,Rosemary's Baby,,,,,,,,,,,,,,,,,
6153,,,,Chestnut: Hero of Central Park,,,,,,,,,,,,,,,,,,,,,,,,,,
6154,,,,,,,,,,,,,,,,,,,,,,,,Trade,,,,,,
6155,,,,,,,,,,,,,,,,,,,The House of the Devil,,,,,,,,,,,
6156,,,,,,,,,,,,,,,,,,,,,,,,,,,The Tourist,,,
6157,,,,,,,,,,,,,,,Summer Rental,,,,,,,,,,,,,,,
6158,,,,,,,,Yellowbeard,,,,,,,,,,,,,,,,,,,,,,
6159,,,Tomorrow is Forever,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160,,,,Three of Hearts,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,,,,,,,,,,,,,,,,,,,,,,Licence to Kill,,,,,,,,
6162,,,,,,,,,,,,,,,,,,,Alpha Dog,,,,,,,,,,,
6163,,,,,,,,,,,,,,,Kingdom of the Spiders,,,,,,,,,,,,,,,
6164,,,,,,,,,,,,,,,El Mariachi,,,,,,,,,,,,,,,
6165,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,
6166,,,,,,,,,,,,,,,,,,,,,Personal Best,,,,,,,,,
6167,,,,Popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,,,,,,,,,The Love Letter,,,,,,,,,,,,,,,,,,,,,
6169,,,,,,,,,,,,,,,,,,,,,,,,,,,Where Eagles Dare,,,
6170,,,,,,,,,,,,,The Invasion,,,,,,,,,,,,,,,,,
6171,,,,,,,,,,,,,,,The Legend of Hell House,,,,,,,,,,,,,,,
6172,,,,The Joker Is Wild,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,,,,,,,,,,,,Serenity,,,,,,,,,,,,,,,,,,
6174,,,,,,,,,,,,,,,,,,,The Abandoned,,,,,,,,,,,
6175,,,,,,,,,,,,,,,,,,,,,,,,The Wrong Man,,,,,,
6176,,,The Devil's Rejects,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,,,,,,,,,,,,,,,Al Capone,,,,,,,,,,,,,,,
6178,,,,The Day I Became a Woman,,,,,,,,,,,,,,,,,,,,,,,,,,
6179,,,,,,,,,,,,,,,,,,,,Cold Creek Manor,,,,,,,,,,
6180,,,,,,Windtalkers,,,,,,,,,,,,,,,,,,,,,,,,
6181,,,,,,,,,Broken Bridges,,,,,,,,,,,,,,,,,,,,,
6182,,,,,,,,,,,,Star Trek IV: The Voyage Home,,,,,,,,,,,,,,,,,,
6183,,,,,,,,,Seeing Other People,,,,,,,,,,,,,,,,,,,,,
6184,,,,,,,,,,,,,,,Léon: The Professional,,,,,,,,,,,,,,,
6185,,,,,,,,,That's Life!,,,,,,,,,,,,,,,,,,,,,
6186,,,,,,,,,,,,,,,The Fisher King,,,,,,,,,,,,,,,
6187,,,,,,,,,,,,,,,,,,,The Road,,,,,,,,,,,
6188,,,,,,,,,,,,,,,,,,,Kramer vs. Kramer,,,,,,,,,,,
6189,,,,,,,,,,,,,,,,,,,,,,,,D.O.A.,,,,,,
6190,,,,Malicious,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive,,,
6192,Death Wish 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,,,,,,,,,,To Catch a Thief,,,,,,,,,,,,,,,,,,,,
6194,,,,,,,,,,,,,,,Tarantula,,,,,,,,,,,,,,,
6195,,,,,,,,,Little Big Man,,,,,,,,,,,,,,,,,,,,,
6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G-Force,
6197,,,,,,,,,,,,,,,,,,,,,,,,,,Lonesome Jim,,,,
6198,,,,,,,,,,,,,,,Lapland Odyssey,,,,,,,,,,,,,,,
6199,,,,,Happy Gilmore,,,,,,,,,,,,,,,,,,,,,,,,,
6200,,,,,,,,,,,,,28 Days Later,,,,,,,,,,,,,,,,,
6201,,,,,Bloodhounds of Broadway,,,,,,,,,,,,,,,,,,,,,,,,,
6202,,,,,,,,,,,,"I, Robot",,,,,,,,,,,,,,,,,,
6203,,,,,,,,,,,,,,,,,,,The Architect,,,,,,,,,,,
6204,,,,,,,,,,,,,,,Sliver,,,,,,,,,,,,,,,
6205,,,,,,,,,The Thing Called Love,,,,,,,,,,,,,,,,,,,,,
6206,,,,,,,,,,,,,,Wide Awake,,,,,,,,,,,,,,,,
6207,,,,,,,,,,,,,,,Best of Youth,,,,,,,,,,,,,,,
6208,,,,,,,,,,,,,,,Vertical Limit,,,,,,,,,,,,,,,
6209,,Underworld: Awakening,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Blart: Mall Cop,,,
6211,,,,Please Give,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,,,,,,,,,,,,,,,The Accidental Tourist,,,,,,,,,,,,,,,
6213,,,,"If It's Tuesday, This Must Be Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,
6214,,,,,,,,,,,,,,Kiss the Bride,,,,,,,,,,,,,,,,
6215,,,,,,,,,,,,,,,Knights of the Round Table,,,,,,,,,,,,,,,
6216,,,,,,,,,,,,,,,,,Date Movie,,,,,,,,,,,,,
6217,,,,,,,,,The Apartment,,,,,,,,,,,,,,,,,,,,,
6218,,,,,,,,,Men Don't Leave,,,,,,,,,,,,,,,,,,,,,
6219,,,,,,,,,Notting Hill,,,,,,,,,,,,,,,,,,,,,
6220,,,,Deadline - U.S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,
6221,,,,,,,,Bandidas,,,,,,,,,,,,,,,,,,,,,,
6222,,,,,,,,,,,,,,,,,,,,,,,,,,,Crash,,,
6223,Porky's II: The Next Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224,,,,,,,,,Irreconcilable Differences,,,,,,,,,,,,,,,,,,,,,
6225,,,,,,,,,,,,,,,Mulan,,,,,,,,,,,,,,,
6226,,,,Guilty by Suspicion,,,,,,,,,,,,,,,,,,,,,,,,,,
6227,,,,,,,,,Flashbacks of a Fool,,,,,,,,,,,,,,,,,,,,,
6228,,,,,,,,,,,,,,,,Air Bud,,,,,,,,,,,,,,
6229,,,,,,,,,,,,,,,,,,,,,,,,,,,Collateral Damage,,,
6230,,,,Naked,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,,,,,,,,,,,,,,,,,,,,,,,,,,Collateral,,,,
6232,,,,Generation P,,,,,,,,,,,,,,,,,,,,,,,,,,
6233,,,,Koyaanisqatsi,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red,
6235,,,,,,,,,,,,,,,,,,,,,Moneyball,,,,,,,,,
6236,,,,,,,,,,,,,,,Kill Bill Volume 2,,,,,,,,,,,,,,,
6237,,,,,,,,,,,,,,,,,Royal Wedding,,,,,,,,,,,,,
6238,,,,,,,,,,,,,,,Breakout,,,,,,,,,,,,,,,
6239,,,,,,,,,Big Business,,,,,,,,,,,,,,,,,,,,,
6240,,,,,,,,,Summer of Sam,,,,,,,,,,,,,,,,,,,,,
6241,,,,,,,,,,,,,,,,,,,,,,,,Irréversible,,,,,,
6242,,,,,,,,,,,,,,,,,,,,Mississippi Masala,,,,,,,,,,
6243,,,,,,,,,,,,,,,The Adventures of Huck Finn,,,,,,,,,,,,,,,
6244,,,,,,,,,,,,,,,Pokémon: Zoroark: Master of Illusions,,,,,,,,,,,,,,,
6245,,,,Miss Pettigrew Lives for a Day,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,,,,,,,,,,,,,,National Lampoon's Senior Trip,,,,,,,,,,,,,,,,
6247,,,,,,,,,,,,,,,,,,,,,,,,The Hit,,,,,,
6248,,,,,Goal! 2: Living the Dream...,,,,,,,,,,,,,,,,,,,,,,,,,
6249,,New Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,,,,,,,,,Bitter Moon,,,,,,,,,,,,,,,,,,,,,
6251,,,,,,,,,,,,,,,"Condor, El",,,,,,,,,,,,,,,
6252,,,,Sunshine State,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,,,,,,,,,,,,,,,,,The Wood,,,,,,,,,,,,,
6254,,,,,,,,,The Time Traveler's Wife,,,,,,,,,,,,,,,,,,,,,
6255,,,,,,,,,,,,,,Notes on a Scandal,,,,,,,,,,,,,,,,
6256,,,,,,,,,Step Brothers,,,,,,,,,,,,,,,,,,,,,
6257,,,,,,,,,Possessed,,,,,,,,,,,,,,,,,,,,,
6258,,,,,Jerry Maguire,,,,,,,,,,,,,,,,,,,,,,,,,
6259,,,,,,,,,,,,,,,,,,,,,,,,,,K-9,,,,
6260,,,,,,,,,,,,,,,,,,,,The Story of the Weeping Camel,,,,,,,,,,
6261,,,,,,,,,,,,,,,,,,,,,,,,,,,The Informant!,,,
6262,Judgment Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,,,,,,,,,,,,,,,Bitch Slap,,,,,,,,,,,,,,,
6264,,,,,,,,,,,,,,,Cimarron,,,,,,,,,,,,,,,
6265,,,,,,,,,Love Affair,,,,,,,,,,,,,,,,,,,,,
6266,,,,,,,,,,,,,,,Chasers,,,,,,,,,,,,,,,
6267,,,,,,,,,,,,,,,Deuce Bigalow: Male Gigolo,,,,,,,,,,,,,,,
6268,,,,,,,,,,,,,,,,,,,Fear,,,,,,,,,,,
6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True Lies,
6270,The Wanderers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,,,,"He Said, She Said",,,,,,,,,,,,,,,,,,,,,,,,,,
6272,,,,,,,,,,,,,,,,,,,,,,,,Domestic Disturbance,,,,,,
6273,,,,,,,,,,,,,,,,,,,,,,,,,,,Ragtime,,,
6274,,,,,,,King of Kings,,,,,,,,,,,,,,,,,,,,,,,
6275,,,,,,,,,,,,,,,Suture,,,,,,,,,,,,,,,
6276,,,,,,,,,,,,,,,Taxidermia,,,,,,,,,,,,,,,
6277,,,,,,,,,,,,,,,Vanity Fair,,,,,,,,,,,,,,,
6278,,,,Roman de Gare,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,,,,,,,,,,,,,,,,,,,,,,,,Double Indemnity,,,,,,
6280,,,,,,,,,,,,,,,,,,,The Informers,,,,,,,,,,,
6281,,,,,,,,,Carbon Copy,,,,,,,,,,,,,,,,,,,,,
6282,,,,,,,,,,,,,,,The Revolution Will Not Be Televised,,,,,,,,,,,,,,,
6283,,,,,,,,,,,,,,,,,,,,,,,,A History of Violence,,,,,,
6284,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia,,,
6285,,,,,,,,,,,,,,,,,,,,,,,,,,,King's Ransom,,,
6286,,,,,,,,,,The Enforcer,,,,,,,,,,,,,,,,,,,,
6287,,,,,,,,,,,,,,,Pat and Mike,,,,,,,,,,,,,,,
6288,,,,,,,,,,,,,,,,,,,,,,,,,,,The Art of War,,,
6289,,,,,,,,,,,,,,Life Before Her Eyes,,,,,,,,,,,,,,,,
6290,,,,,,,,,,,,,,,Joyful Noise,,,,,,,,,,,,,,,
6291,,,,,,,,,,,,,,,The Horse Whisperer,,,,,,,,,,,,,,,
6292,,,,,,,,,,,,,,,,,,,,,,,,,,,Outrageous Fortune,,,
6293,,,,,,,,,,,,,,,,,,,,,,,,,,,Rude Awakening,,,
6294,,,,,,Batoru rowaiaru II: Chinkonka,,,,,,,,,,,,,,,,,,,,,,,,
6295,,,,,,,,,The Barefoot Contessa,,,,,,,,,,,,,,,,,,,,,
6296,,,,,,,,,,,,,,Son of Rambow,,,,,,,,,,,,,,,,
6297,,,,,,,,,,,,,Godzilla,,,,,,,,,,,,,,,,,
